date,"hour","text","source","username","hashtags"	
2019-06-22,"18:00:00","Estudante que sonhava fazer intercâmbio na Irlanda perde R$ 27 mil após agência falir: 'Estou perdido'… https://t.co/2l66EtCl3P","TweetDeck","G1",""	
2019-06-22,"17:30:00","Corpos de três vítimas de naufrágio no interior do Amazonas são encontrados https://t.co/stKDbvcnT1 #G1 https://t.co/iairbWM5Hy","TweetDeck","G1","G1"	
2019-06-22,"17:00:01","MP pede R$ 39 mil de indenização a médico que participou de trote com teor machista https://t.co/UW4cMGrt6e #G1 https://t.co/KO76NEQBng","TweetDeck","G1","G1"	
2019-06-22,"16:30:00","Waymo faz parceria com aliança Renault-Nissan por carros autônomos na França e no Japão https://t.co/H0bhtFVjVm #G1 https://t.co/rDJFbwj2Ln","TweetDeck","G1","G1"	
2019-06-22,"16:00:00","Com sucessos e orações, Felipe Araújo homenageia irmão e amigo Gabriel Diniz em Americana https://t.co/4NcB4hdEbJ… https://t.co/ipB4uD1z7P","TweetDeck","G1",""	
2019-06-22,"15:31:00","Catador constrói casa com dinheiro da reciclagem: 'Chamam de João de Barro' https://t.co/lOPxBDN5dM #G1 https://t.co/DKgfURK1G6","TweetDeck","G1","G1"	
2019-06-22,"15:01:00","Claudia Leitte faz post de momento com filhos e mostra chute de Bela na barriga: 'Disputada'… https://t.co/P22f5GEFb7","TweetDeck","G1",""	
2019-06-22,"14:35:58","Cantora Marília Mendonça está grávida https://t.co/0uxvBMRkIK #G1 https://t.co/BhJYjZTZeF","TweetDeck","G1","G1"	
2019-06-22,"14:30:00","Piloto de moto morre após perder o controle da direção e bater em poste em Curitiba https://t.co/CMvppVgxMn #G1 https://t.co/sXHNtknSXl","TweetDeck","G1","G1"	
2019-06-22,"14:00:00","Vacinas: o que são, como são feitas e por que há quem duvide delas https://t.co/TmT8ZWh5Gg #G1 https://t.co/vjWJYa1XF9","TweetDeck","G1","G1"	
2019-06-22,"13:30:00","Mega-Sena pode pagar R$ 2,5 milhões neste sábado https://t.co/sOiliPAQCF #G1 https://t.co/S5spMPbRZH","TweetDeck","G1","G1"	
2019-06-22,"13:00:00","Luisa Marilac relata drama de quem se assume transexual: 'Você não tem outra opção a não ser a prostituição'… https://t.co/kGhnLjnM8v","TweetDeck","G1",""	
2019-06-22,"12:31:00","Semana Pop tem chantagem com nudes, Pabllo Vittar longe demais e Toy Story 4	 ASSISTA https://t.co/kzor4z3srR #G1 https://t.co/CNUM40AlWW","TweetDeck","G1","G1"
